rno,level,lose,name,point,profileIconId,tier,win,summonerName
2120,340,407,NULL,100,3797,MASTER,424,03Teddy
2121,266,382,NULL,100,4568,MASTER,399,zhendiao
2122,94,345,NULL,100,4832,MASTER,392,장만월moon
2123,177,281,NULL,100,3478,MASTER,317,티피언
2124,55,112,NULL,100,4661,MASTER,181,poteusafan
2125,147,89,NULL,100,3231,MASTER,135,쁘띠
2126,438,1565,NULL,99,4416,MASTER,1551,쿤디판다Hero
2127,193,308,NULL,99,4027,MASTER,354,박정수정박
2128,277,287,NULL,99,4815,MASTER,316,쫑헌
2129,142,729,NULL,98,4832,MASTER,823,January31
2130,111,641,NULL,98,4563,MASTER,669,mingyueqingfeng
2131,73,218,NULL,98,20,MASTER,294,TOPGEP
2132,62,183,NULL,98,3150,MASTER,262,riserere
2133,58,151,NULL,98,871,MASTER,237,ilovechicken1
2134,55,149,NULL,98,7,MASTER,226,kongbai1
2135,280,728,NULL,97,4832,MASTER,745,자앙현
2136,128,674,NULL,97,4741,MASTER,690,bruhhhhhhhhhhh
2137,73,116,NULL,97,4832,MASTER,216,MUTEALLplz제발
2138,136,168,NULL,97,26,MASTER,179,sorrysorrysorry
2139,162,76,NULL,97,1301,MASTER,105,김혁규짱123
2140,164,960,NULL,96,23,MASTER,1024,BIgDior
2141,109,387,NULL,96,23,MASTER,473,수영장파티김정근
2142,280,345,NULL,96,4832,MASTER,365,지누지누단단장
2143,186,233,NULL,96,518,MASTER,283,리배용
2144,384,703,NULL,95,4020,MASTER,727,novelnandos
2145,126,584,NULL,95,4021,MASTER,608,carrysry
2146,108,420,NULL,95,4832,MASTER,480,ACLwiki
2147,170,431,NULL,95,3550,MASTER,444,밍9
2148,118,314,NULL,95,4659,MASTER,412,whymesomeng
2149,247,326,NULL,95,4070,MASTER,382,FA김말국
2150,87,284,NULL,95,3787,MASTER,366,Doyourbestcc
2151,249,206,NULL,95,4762,MASTER,232,재준
2152,76,61,NULL,95,21,MASTER,89,두어닝타요버스
2153,339,968,NULL,94,4162,MASTER,1009,T2피콜로
2154,197,348,NULL,94,23,MASTER,376,닷지하는여자
2155,223,271,NULL,94,28,MASTER,283,Wutaihenda
2156,65,201,NULL,94,4645,MASTER,276,keaishiwu
2157,88,358,NULL,93,1456,MASTER,441,Temirous
2158,378,388,NULL,93,1114,MASTER,393,lureheart
2159,94,300,NULL,93,22,MASTER,310,toxicplayer
2160,263,1548,NULL,92,4764,MASTER,1557,unknownchaos
2161,196,1069,NULL,92,2073,MASTER,1081,Another1
2162,275,896,NULL,92,4785,MASTER,911,새하얀thigh
2163,145,843,NULL,92,3592,MASTER,862,keeyima
2164,138,751,NULL,92,4804,MASTER,808,개인주의소년
2165,181,579,NULL,92,4451,MASTER,601,Querero
2166,269,430,NULL,92,7,MASTER,428,pvman
2167,139,329,NULL,92,4368,MASTER,350,ICantOpen
2168,56,140,NULL,92,4532,MASTER,212,Juz1
2169,194,386,NULL,91,787,MASTER,445,1범만
2170,84,395,NULL,91,4857,MASTER,423,dxdky
2171,103,229,NULL,91,4418,MASTER,294,ammo
2172,70,149,NULL,91,18,MASTER,240,Wontae1
2173,162,1071,NULL,90,3,MASTER,1137,ineedhope
2174,44,46,NULL,90,7,MASTER,106,츄애용
2175,226,905,NULL,89,17,MASTER,910,블러푸
2176,367,496,NULL,89,537,MASTER,527,tokillme
2177,85,345,NULL,89,4568,MASTER,444,LoK1esFans
2178,93,234,NULL,89,4302,MASTER,255,jade1
2179,143,772,NULL,88,23,MASTER,826,오노이
2180,80,308,NULL,88,4756,MASTER,380,Busnata
2181,90,306,NULL,88,4814,MASTER,376,사랑하다사랑
2182,352,347,NULL,88,3180,MASTER,373,쪼꼬맹이미유
2183,120,304,NULL,88,4409,MASTER,350,Onelasthope
2184,362,736,NULL,87,4690,MASTER,745,돈이댐비냐
2185,402,641,NULL,87,4780,MASTER,659,hybhslm
2186,69,179,NULL,87,4633,MASTER,294,KZQuad
2187,116,213,NULL,87,4837,MASTER,249,1픽님카타좀
2188,227,45,NULL,87,4833,MASTER,120,말랑무
2189,520,717,NULL,86,4562,MASTER,709,StrangeCatx
2190,298,342,NULL,86,585,MASTER,389,참치방어전어연어
2191,315,315,NULL,86,4498,MASTER,348,Lunazzz
2192,65,197,NULL,86,4658,MASTER,280,laodou
2193,78,179,NULL,86,4781,MASTER,258,MidNOne
2194,60,154,NULL,86,23,MASTER,233,dynasty7
2195,138,208,NULL,86,22,MASTER,228,Ereve
2196,149,679,NULL,85,4491,MASTER,737,통찰적자기반성
2197,352,418,NULL,85,4832,MASTER,429,팀을믿고싶은남자
2198,215,368,NULL,85,16,MASTER,378,only1v1
2199,339,383,NULL,85,3008,MASTER,361,마래리트
2200,200,253,NULL,85,536,MASTER,298,loveelise
2201,198,209,NULL,85,4764,MASTER,280,CloseNess
2202,216,193,NULL,85,4491,MASTER,213,까비player
2203,183,891,NULL,84,4786,MASTER,889,feijizhadan
2204,186,819,NULL,84,4626,MASTER,845,그시절옛추억
2205,65,98,NULL,84,29,MASTER,176,핑을안듣는블루
2206,167,953,NULL,83,4779,MASTER,955,likediamonds
2207,155,789,NULL,83,4407,MASTER,856,DGALoopy
2208,346,534,NULL,83,4815,MASTER,570,탱녹
2209,87,309,NULL,83,4815,MASTER,389,프로연락친추주셈
2210,164,377,NULL,83,4832,MASTER,379,LOVEMys
2211,286,309,NULL,83,4073,MASTER,339,어둠의인도자안씀
2212,295,239,NULL,83,4815,MASTER,262,고삐풀린조랑말
2213,158,189,NULL,83,4248,MASTER,223,쉔할래
2214,147,164,NULL,83,4073,MASTER,208,익인
2215,420,960,NULL,82,508,MASTER,981,병찬이구른댜
2216,442,656,NULL,82,4405,MASTER,686,NAWHAD
2217,123,600,NULL,82,4663,MASTER,663,haokunhaokun
2218,81,325,NULL,82,4652,MASTER,406,zhuninghaoyunzz
2219,69,276,NULL,82,4832,MASTER,337,congcongyuansu
2220,276,169,NULL,82,1594,MASTER,189,2게임1분석
2221,266,1023,NULL,81,3840,MASTER,1020,TOPKING
2222,127,759,NULL,81,4076,MASTER,792,Ionely
2223,157,698,NULL,81,4403,MASTER,697,수영장파티문현준
2224,117,588,NULL,81,3542,MASTER,668,뮤트올하드캐리
2225,248,587,NULL,81,23,MASTER,588,waitme
2226,141,455,NULL,81,4568,MASTER,506,롤하는상훈2
2227,244,423,NULL,81,4057,MASTER,451,낭만은개뿔
2228,361,251,NULL,81,3861,MASTER,278,반새로이
2229,72,203,NULL,81,3542,MASTER,269,마술사JeffeRy
2230,153,190,NULL,81,4652,MASTER,210,23짤서폿
2231,52,110,NULL,81,6,MASTER,174,으으으으으아아악
2232,152,130,NULL,81,3797,MASTER,157,고양이늑대
2233,290,464,NULL,80,532,MASTER,491,따뜻한나날들
2234,84,357,NULL,80,4608,MASTER,422,1v5king
2235,76,272,NULL,80,4779,MASTER,334,leileide
2236,70,236,NULL,80,1596,MASTER,312,xiaoxiaohao
2237,180,255,NULL,80,4568,MASTER,295,탑간다불만읍제
2238,135,254,NULL,80,4018,MASTER,289,현민이응꼬
2239,251,1191,NULL,79,932,MASTER,1218,멍청하게겜하지마
2240,582,1181,NULL,79,4763,MASTER,1186,볼빵빵다람쥐
2241,151,580,NULL,79,4216,MASTER,572,Steelzz
2242,296,510,NULL,79,20,MASTER,525,fkus
2243,119,406,NULL,79,3838,MASTER,463,눈처럼하얀여우
2244,77,214,NULL,79,4629,MASTER,278,타락한밍구
2245,205,226,NULL,79,539,MASTER,238,무력한숟가락
2246,61,142,NULL,79,4746,MASTER,212,SumMerHimaWari
2247,245,172,NULL,79,3152,MASTER,204,아니욤
2248,282,116,NULL,79,4655,MASTER,138,펭귄잡는토끼
2249,88,79,NULL,79,4379,MASTER,99,ADLAST25
2250,373,758,NULL,78,3552,MASTER,760,양산봉등산
2251,152,548,NULL,78,4832,MASTER,632,조새로이군
2252,199,490,NULL,78,4834,MASTER,544,난폭한양
2253,305,488,NULL,78,4751,MASTER,542,현솔수제자
2254,81,339,NULL,78,4305,MASTER,406,오늘점심스폰지밥
2255,110,173,NULL,78,4027,MASTER,194,화난따봉도치
2256,265,477,NULL,77,4661,MASTER,487,NaXus
2257,115,396,NULL,77,4778,MASTER,413,JGceiling
2258,118,286,NULL,77,29,MASTER,310,누나내가미안해요
2259,69,223,NULL,77,4784,MASTER,304,나락간윤수
2260,349,88,NULL,77,4413,MASTER,123,귤블리
2261,122,89,NULL,77,4491,MASTER,114,pound
2262,38,43,NULL,77,23,MASTER,72,WFWend
2263,40,30,NULL,77,29,MASTER,59,PSP
2264,366,508,NULL,76,4806,MASTER,503,불신불안불가
2265,87,255,NULL,76,682,MASTER,312,언론탄압
2266,66,151,NULL,76,4691,MASTER,239,jianchizilv
2267,64,164,NULL,76,4779,MASTER,200,bilibilikennen
2268,112,518,NULL,75,3478,MASTER,588,Apollo
2269,255,523,NULL,75,1108,MASTER,570,트위치티비지민재
2270,261,297,NULL,75,4357,MASTER,317,폭주달봉이
2271,219,291,NULL,75,3849,MASTER,303,Sg4n
2272,234,278,NULL,75,22,MASTER,296,ChoiinSec
2273,80,180,NULL,75,6,MASTER,261,QmwmQ
2274,61,184,NULL,75,7,MASTER,261,wangyihang
2275,166,176,NULL,75,23,MASTER,193,다이아는벌레소굴
2276,54,107,NULL,75,4832,MASTER,178,맥콜민초솔의눈
2277,213,98,NULL,75,1113,MASTER,117,모래주머니훈련
2278,39,40,NULL,75,20,MASTER,69,증도태생
2279,128,724,NULL,74,4832,MASTER,788,DWG율드댕
2280,348,396,NULL,74,4832,MASTER,451,Flex정새우
2281,422,428,NULL,74,29,MASTER,441,사랑해김린아
2282,248,395,NULL,74,4569,MASTER,427,파이크노벤이여
2283,56,124,NULL,74,3175,MASTER,199,shayebushi
2284,58,108,NULL,74,4763,MASTER,181,chaoren
2285,56,101,NULL,74,19,MASTER,175,dlrzb
2286,48,63,NULL,74,4834,MASTER,127,1달만에챌린저
2287,39,43,NULL,74,29,MASTER,67,챌피
2288,293,1248,NULL,73,3795,MASTER,1245,Chainoflight
2289,143,775,NULL,73,4832,MASTER,858,너에겐자비는없다
2290,172,738,NULL,73,4,MASTER,764,그냥그리워
2291,411,719,NULL,73,4650,MASTER,732,파푸니카주민
2292,181,346,NULL,73,3838,MASTER,414,피드안함던짐
2293,219,332,NULL,73,4568,MASTER,358,싱지후
2294,116,235,NULL,73,1301,MASTER,270,ywzp
2295,223,233,NULL,73,4815,MASTER,269,모링몬
2296,132,222,NULL,73,7,MASTER,251,Cide
2297,120,134,NULL,73,3160,MASTER,167,ZhaoJo
2298,380,1069,NULL,72,4568,MASTER,1066,백정나지
2299,169,873,NULL,72,4491,MASTER,919,iamyoudad
2300,373,806,NULL,72,4626,MASTER,827,Hiimcosu
2301,94,390,NULL,72,4532,MASTER,444,AyNogg
2302,211,348,NULL,72,4555,MASTER,406,냄새조심
2303,90,162,NULL,72,7,MASTER,272,ShaoShaanxi
2304,79,159,NULL,72,4686,MASTER,241,zl존Er락DARK왕
2305,108,55,NULL,72,3478,MASTER,81,GrayCraken
2306,610,908,NULL,71,4490,MASTER,909,롤접음1234
2307,132,700,NULL,71,4568,MASTER,768,03년생황족
2308,324,521,NULL,71,26,MASTER,555,영도야겜좀이겨줘
2309,73,136,NULL,71,4707,MASTER,170,야가다신김농밀
2310,130,725,NULL,70,4637,MASTER,821,lcpfighting
2311,127,634,NULL,70,4568,MASTER,729,예인이귀여워
2312,110,454,NULL,70,4819,MASTER,532,진원이그마여정기
2313,141,445,NULL,70,642,MASTER,485,desperate1
2314,71,178,NULL,70,5,MASTER,243,asdfghjklpoiutqw
2315,70,170,NULL,70,4259,MASTER,210,Auw
2316,141,156,NULL,70,29,MASTER,192,옆집떡보
2317,314,423,NULL,69,4508,MASTER,458,3rdRun
2318,79,277,NULL,69,3836,MASTER,358,수박싫어
2319,79,284,NULL,69,4764,MASTER,358,이별만두
2320,112,263,NULL,69,4815,MASTER,287,NoobSup
2321,68,188,NULL,69,4025,MASTER,267,청희야
2322,112,213,NULL,69,4815,MASTER,248,T1meLapse
2323,57,174,NULL,69,4786,MASTER,242,이나의존재2
2324,215,199,NULL,69,3791,MASTER,225,QARWEAS
2325,264,119,NULL,69,3846,MASTER,140,새루는죽었다
2326,39,29,NULL,69,4556,MASTER,59,Hershey777
2327,341,696,NULL,68,14,MASTER,712,중학교사회
2328,210,535,NULL,68,4555,MASTER,546,SANDBOXDooTi
2329,141,479,NULL,68,4822,MASTER,490,아라드
2330,68,232,NULL,68,7,MASTER,326,GuangZhouDJ
2331,154,207,NULL,68,4069,MASTER,239,obidoby
2332,56,126,NULL,68,4568,MASTER,204,Nobrainsry
2333,210,931,NULL,67,4834,MASTER,949,머리안쓰는사람
2334,132,437,NULL,67,4641,MASTER,499,빠른쓰레기
2335,287,399,NULL,67,3863,MASTER,430,크으으윽
2336,78,220,NULL,67,4491,MASTER,310,멘탈잡자상혁아
2337,78,96,NULL,67,4690,MASTER,123,OII
2338,191,793,NULL,66,4664,MASTER,863,kensouu
2339,192,767,NULL,66,4554,MASTER,808,겨형
2340,99,505,NULL,66,4574,MASTER,600,8IIIIIIID
2341,228,533,NULL,66,4552,MASTER,577,XiAyong
2342,140,431,NULL,66,4562,MASTER,445,Fueradecontrol
2343,85,328,NULL,66,4407,MASTER,421,0paperback
2344,196,357,NULL,66,4764,MASTER,385,콩먹는콩벌렝
2345,180,317,NULL,66,4661,MASTER,384,명품보카
2346,207,343,NULL,66,4568,MASTER,369,짬G라스칼
2347,353,321,NULL,66,4027,MASTER,335,007212
2348,67,205,NULL,66,7,MASTER,290,Lightningcat
2349,101,49,NULL,66,1433,MASTER,154,구마적
2350,197,106,NULL,66,4750,MASTER,133,백정123
2351,61,89,NULL,66,3202,MASTER,121,LeonaMaster
2352,242,660,NULL,65,4416,MASTER,661,Herres
2353,224,606,NULL,65,4815,MASTER,646,Thecatilove
2354,113,547,NULL,65,1455,MASTER,619,chirourou
2355,312,442,NULL,65,4764,MASTER,475,해빈앙
2356,109,291,NULL,65,3367,MASTER,365,스팸에쌀밥한장
2357,94,265,NULL,65,4815,MASTER,358,AweAim
2358,77,290,NULL,65,4780,MASTER,358,카르마버프좀요1
2359,52,81,NULL,65,4568,MASTER,150,ZRyeoKR
2360,176,111,NULL,65,588,MASTER,135,야사사잇
2361,72,114,NULL,65,1295,MASTER,129,매순간부정
2362,419,414,NULL,64,3865,MASTER,473,팬더는짹짹
2363,411,422,NULL,64,1388,MASTER,457,유쟁구
2364,186,423,NULL,64,1388,MASTER,456,광명불꽃턱
2365,190,363,NULL,64,4815,MASTER,407,THRESH99
2366,108,300,NULL,64,4832,MASTER,311,babyliangbao
2367,67,201,NULL,64,4832,MASTER,280,내가미안미안해
2368,293,215,NULL,64,4555,MASTER,263,찐뿡1
2369,258,172,NULL,64,4533,MASTER,184,pen9
2370,82,165,NULL,64,29,MASTER,183,Yingbuliaowo
2371,353,345,NULL,63,4655,MASTER,363,Aspidiske
2372,303,330,NULL,63,6,MASTER,322,yz123yx12
2373,62,153,NULL,63,4572,MASTER,233,넹멍이
2374,288,189,NULL,63,3160,MASTER,212,마스터였던원딜
2375,135,149,NULL,63,6,MASTER,181,4dobe
2376,56,97,NULL,63,4793,MASTER,174,Wxxzzzzzz
2377,53,112,NULL,63,18,MASTER,167,Kyyi95ink
2378,159,129,NULL,63,3863,MASTER,167,꼬봉이형
2379,47,64,NULL,63,4783,MASTER,132,유진눈나
2380,77,85,NULL,63,4568,MASTER,103,사랑하지않아
2381,1,483,NULL,62,29,MASTER,498,땡겨볼까
2382,299,415,NULL,62,748,MASTER,446,rOtifle
2383,451,350,NULL,62,1625,MASTER,358,ESFJESFJESFJESFJ
2384,288,231,NULL,62,4756,MASTER,249,잿빛군주
2385,52,104,NULL,62,4815,MASTER,161,팔선
2386,260,842,NULL,61,4497,MASTER,901,TxvovxT
2387,68,63,NULL,61,3791,MASTER,115,lliilililiil
2388,170,74,NULL,61,4025,MASTER,106,원거리로딜넣음
2389,173,74,NULL,61,4763,MASTER,98,뜨로이목마
2390,373,51,NULL,61,3378,MASTER,81,꾸우우우움틀
2391,160,1008,NULL,60,6,MASTER,1023,drammamimi
2392,196,479,NULL,60,787,MASTER,489,SKTT1서폿티모
2393,210,451,NULL,60,4779,MASTER,480,vanntoan09
2394,100,334,NULL,60,7,MASTER,408,lneeddoctor
2395,94,278,NULL,60,4832,MASTER,354,피피피피지컬
2396,114,309,NULL,60,7,MASTER,324,달펭이세마리
2397,73,192,NULL,60,4418,MASTER,276,모찌두부2
2398,95,150,NULL,60,4691,MASTER,187,닻줄로인형뽑기
2399,130,535,NULL,59,29,MASTER,597,YorushikaGhost
2400,76,257,NULL,59,23,MASTER,351,초코파이잘던짐
2401,523,317,NULL,59,4550,MASTER,343,수제연어덮밥
2402,302,294,NULL,59,4779,MASTER,311,딸기맛o
2403,186,232,NULL,59,20,MASTER,262,롤오브래전드1234
2404,221,208,NULL,59,3795,MASTER,250,시무룩한
2405,307,171,NULL,59,4857,MASTER,233,GAME
2406,84,165,NULL,59,4284,MASTER,207,JRy
2407,157,172,NULL,59,4835,MASTER,187,Letsgo1
2408,50,115,NULL,59,1387,MASTER,184,김메린
2409,91,145,NULL,59,3838,MASTER,181,likeashadow
2410,350,598,NULL,58,22,MASTER,617,쪼꼬맹이유지니
2411,321,435,NULL,58,4075,MASTER,445,천하무쌍
2412,92,310,NULL,58,4803,MASTER,405,천민의왕
2413,261,325,NULL,58,543,MASTER,343,쨈수
2414,493,210,NULL,58,1625,MASTER,229,미니맵보숑
2415,110,149,NULL,58,4764,MASTER,166,졸리다멍
2416,188,89,NULL,58,3186,MASTER,136,블루탐내지마세요
2417,43,49,NULL,58,4089,MASTER,104,BJ안영민
2418,73,31,NULL,58,4303,MASTER,60,갱오면대포드림
2419,254,1215,NULL,57,8,MASTER,1218,Brsugar
2420,142,784,NULL,57,1436,MASTER,876,루치Youtube
2421,270,589,NULL,57,4631,MASTER,633,기발한리신
2422,278,534,NULL,57,4499,MASTER,551,BJ김재환
2423,95,448,NULL,57,4832,MASTER,510,샤오창란
2424,480,291,NULL,57,4857,MASTER,386,니가잘했냐지금
2425,324,279,NULL,57,3795,MASTER,307,그냥안할꺼야
2426,504,312,NULL,57,4793,MASTER,300,BIackMalrangCow
2427,69,226,NULL,57,4690,MASTER,299,SaturdayMornlng
2428,69,206,NULL,57,7,MASTER,273,dkwoaldjqtek
2429,361,176,NULL,57,4832,MASTER,179,다딱이랑대화안함
2430,52,108,NULL,57,29,MASTER,148,xihuanhao
2431,47,74,NULL,57,3374,MASTER,138,wfwLea
2432,167,102,NULL,57,4815,MASTER,122,Iwanttocoach
2433,116,710,NULL,56,4574,MASTER,789,Ambition10
2434,114,629,NULL,56,4021,MASTER,627,xiaodunshou
2435,390,558,NULL,56,932,MASTER,569,또다시한우물
2436,188,572,NULL,56,8,MASTER,567,koyomimonogatari
2437,113,448,NULL,56,4815,MASTER,515,IHaTS
2438,390,449,NULL,56,938,MASTER,468,SANDBOXJoKer
2439,105,323,NULL,56,3374,MASTER,409,현진님
2440,127,331,NULL,56,4020,MASTER,374,부캐를키워요
2441,146,179,NULL,56,4025,MASTER,217,4363913
2442,97,115,NULL,56,4626,MASTER,201,1TierReve
2443,130,159,NULL,56,4568,MASTER,171,DRXAddy
2444,156,150,NULL,56,8,MASTER,167,dududududududu
2445,49,81,NULL,56,4690,MASTER,133,부계건들면오픈
2446,268,103,NULL,56,4833,MASTER,120,Homura
2447,210,1522,NULL,55,4655,MASTER,1572,Shixiande
2448,142,862,NULL,55,17,MASTER,913,losertop
2449,616,798,NULL,55,3522,MASTER,833,1992052909
2450,271,615,NULL,55,4834,MASTER,649,화가나게하잔아
2451,185,467,NULL,55,6,MASTER,481,가고싶지않아
2452,97,372,NULL,55,20,MASTER,434,ha1m1anbaobao
2453,224,416,NULL,55,23,MASTER,433,W2dowmaker
2454,156,567,NULL,54,4764,MASTER,546,Banos
2455,196,356,NULL,54,4020,MASTER,375,권욱찬
2456,97,283,NULL,54,4777,MASTER,308,skrskrskr
2457,122,246,NULL,54,4561,MASTER,271,HuarongZheng
2458,70,164,NULL,54,7,MASTER,225,crOssyouhan
2459,102,173,NULL,54,4777,MASTER,225,2CK
2460,214,198,NULL,54,4568,MASTER,222,판다곰젤리
2461,93,189,NULL,54,4815,MASTER,219,Rumea
2462,91,85,NULL,54,4815,MASTER,184,유머
2463,458,1090,NULL,53,4829,MASTER,1085,소년지호
2464,211,1041,NULL,53,7,MASTER,1076,용기관주민
2465,377,1050,NULL,53,4712,MASTER,1057,kinisinaide
